VOLTAGE,CURRENT,GAS,WIRESPEED,OUTLIER,DEFECT
29,413.7,24.8,8.1,1,1
28.7,408.9,24.9,8.2,1,1
28.9,403.1,25,8.3,0,1
28.8,369.1,25.1,8.4,0,1
28.7,311.4,24.9,8.4,0,1
28.5,321.9,24.9,8.5,0,1
28.6,307,25,8.5,0,1
29.2,351.9,25.1,8.4,0,1
28.7,422.3,25.1,8.5,0,1
28.9,392.6,25.1,8.4,0,1
28.5,415.6,25.1,8.5,0,1
29.6,409.2,25,8.6,0,1
29.4,330.5,25,8.5,0,1
28.7,343.6,25,8.5,0,1
29.5,336.6,25,8.6,0,1
28.7,316.2,24.9,8.7,0,1
28.5,343,24.9,8.7,0,1
28.8,313,25,8.6,0,1
28.7,350.3,25.2,8.7,0,1
28.6,337.2,25,8.6,0,1
28.8,342.6,24.9,8.6,0,1
29.1,356,25,8.6,0,1
28.6,420.3,25,8.6,0,1
29.2,444.2,25.1,8.6,0,1
28.6,409.8,24.9,8.5,0,1
28.8,348,25,8.4,0,1
29.1,321,25,8.3,0,1
29.1,287.2,24.9,8.4,0,1
28.9,300.6,24.8,8.3,0,1
29.1,300,24.8,8.1,0,1
28.7,348.4,24.8,8.1,0,1
28.6,427,24.9,8.2,1,1
28.6,390.7,24.8,8.3,0,1
29.6,358.2,24.9,8.3,0,1
28.9,371.9,24.8,8.3,0,1
29,344.2,24.8,8.3,0,1
28.4,336.6,24.8,8.1,0,1
29.6,333.7,24.8,8,1,1
28.9,314.9,24.7,7.9,1,1
29.3,365.2,24.7,7.2,1,1
28.8,301.9,24.7,7.5,1,1
28.7,305.1,24.7,7.5,1,1
28.3,339.8,24.7,7.1,1,1
28.9,378,24.7,7,1,1
29,378.6,24.8,6.7,1,1
28.5,395.8,24.8,-1,1,1
28.8,381.5,24.9,6,1,1
28.7,357.9,24.7,5.8,1,1
28.8,282.4,24.7,6,1,1
28.5,241,24.7,5.6,1,1
29.1,240.7,24.8,0,1,1
29,275.4,24.8,5.3,1,1
29,306.6,24.7,5.2,1,1
28.9,300.3,24.8,5.2,1,1
28.7,342,24.8,5.2,1,1
28.8,311.4,24.8,5.2,1,1
28.7,256.6,24.8,5.1,1,1
28.6,264.9,24.8,5.5,1,1
28.6,244.2,24.8,5.6,1,1
28.6,234.7,24.8,5.5,1,1
28.4,257.6,24.8,5.8,1,1
28.6,225.8,24.7,6.3,1,1
28.9,250.3,24.8,5.9,1,1
28.3,235,24.7,6.1,1,1
28.8,263.7,24.8,6.6,1,1
28.5,258.6,24.8,6.5,1,1
28.7,341.7,24.8,6.5,1,1
28,356,24.8,7.1,1,1
28.8,344.2,24.7,7.1,1,1
28.3,307,24.7,7.2,1,1
28.1,287.9,24.8,7.5,1,1
28.7,256.6,24.8,7.6,1,1
28.7,256.3,24.7,7.7,1,1
28.6,265.2,24.8,7.9,1,1
28.7,329.6,24.8,7.9,1,1
29.4,428.3,24.9,7.9,1,1
29.2,371.6,24.7,8.2,1,1
29,382.1,24.7,8.2,1,1
28.8,385.9,24.7,7.7,1,1
28.5,316.5,24.8,7,1,1
28.7,327.7,24.8,6.9,1,1
28.8,316.2,24.8,7.4,1,1
28.5,303.1,24.8,7.8,1,1
28.6,344.9,24.8,8,1,1
28.6,303.8,24.8,8.1,0,1
28.5,320.3,24.8,8.2,0,1
28.8,313,24.8,8.4,0,1
28.9,380.5,24.8,8.3,0,1
29,385.3,24.8,8.4,0,1
28.8,417.2,24.8,8.4,0,1
29.2,441.4,24.8,8.4,0,1
29.1,413.3,24.7,8.5,0,1
28.8,326.1,24.7,8.6,0,1
29,300.3,24.9,8.6,0,1
28.6,291.4,24.8,8.4,0,1
28.9,301.6,24.8,8.5,0,1
28.7,322.3,24.8,8.5,0,1
28.5,361.7,24.8,8.5,0,1
29.1,452.5,24.8,8.6,0,1
29,394.2,24.7,8.6,0,1
29.2,362.1,24.5,8.6,0,1
28.5,384.7,24.6,8.4,0,1
28.8,332.1,24.6,8.4,0,1
28.7,329.6,24.6,8.5,0,1
29,326.7,24.6,8.4,0,1
29.2,318.7,24.6,8.5,0,1
29.1,359.5,24.7,8.6,0,1
29.1,308.9,24.7,8.5,0,1
28.7,349.6,24.6,8.6,0,1
28.8,336.9,24.6,8.5,0,1
29.2,400.6,24.6,8.4,0,1
29,431.8,24.6,8.3,0,1
29.1,426.7,24.6,8.3,0,1
28.4,382.4,24.6,8.2,1,1
28.6,387.2,24.6,8.3,0,1
28.8,322.6,24.6,8.2,0,1
28.5,281.2,24.5,8.3,0,1
28.8,291.4,24.6,8.1,0,1
28.8,322.6,24.6,7.9,1,1
28.8,383.7,24.5,7.8,1,1
29.1,354.4,24.6,7.6,1,1
28.6,444.5,24.6,7.5,1,1
28.8,397.7,24.6,7.6,1,1
29,336.3,24.6,7.2,1,1
29.2,347.7,24.7,6.7,1,1
