VOLTAGE,CURRENT,GAS,WIRESPEED,OUTLIER,DEFECT
29.2,355.4,25.8,6.4,1,1
28.7,270.3,25.8,6.6,1,1
28.8,304.4,25.9,6.6,1,1
28.5,227.3,25.8,6.3,1,1
28.8,254.1,25.8,6.2,1,1
28.9,191.7,25.8,0,1,1
28.8,234.7,25.8,5.7,1,1
28.6,357.6,25.8,5.9,1,1
29.4,255.1,25.9,6.3,1,1
28.6,361.7,25.9,6.1,1,1
28.8,368.7,25.8,0,1,1
28.5,401.9,25.9,6.4,1,1
28,299,25.9,6.7,1,1
28.8,365.9,25.9,6.7,1,1
28.9,293.9,25.9,6.9,1,1
28.2,243.9,25.9,6.9,1,1
28.3,298.4,25.9,7,1,1
28.6,250.9,25.9,7.3,1,1
28.9,348.4,26,7.5,1,1
28.7,319.7,26,7.4,1,1
28.7,434.7,25.9,7.7,1,1
29.1,391.7,25.9,7.8,1,1
29.3,354.1,25.9,7.3,1,1
28.9,385,25.8,6.3,1,1
29.1,263.7,25.9,5.9,1,1
