VOLTAGE,CURRENT,GAS,WIRESPEED,OUTLIER,DEFECT
28.3,309.5,28.1,7.7,0,0
28.6,388.2,28.2,7.6,0,0
29.3,402.5,28.1,8,0,0
28.7,407,28.1,7.9,0,0
29.1,366.2,28.1,7.3,0,0
29.5,367.8,27.9,6.4,0,0
28.8,274.8,27.9,5.7,0,0
28.6,221.9,27.8,5.9,0,0
28.6,258.9,28,6.9,0,0
28.5,298.4,28,7.3,0,0
28.7,295.8,28,7.8,0,0
28.5,345.2,27.9,8.1,0,0
28.8,525.8,27.9,8.2,0,0
29.9,390.7,27.8,8.4,0,0
28.5,343.3,27.9,8.5,0,0
29,382.1,27.9,8.3,0,0
28.9,355.1,27.9,8.3,0,0
28.7,331.8,27.9,8.5,0,0
28.8,321,27.9,8.6,0,0
28.9,331.2,27.9,8.5,0,0
28.5,339.4,27.9,8.4,0,0
28.9,315.6,27.8,8.5,0,0
28.7,385.6,27.8,8.6,0,0
28.9,362.1,27.8,8.6,0,0
28.6,415.9,27.9,8.6,0,0
29,443,27.9,8.6,0,0
29.1,429.3,27.8,8.6,0,0
28.9,345.2,27.8,8.7,0,0
28.6,356.3,27.8,8.6,0,0
29,341.7,27.8,8.6,0,0
28.7,281.8,27.8,8.6,0,0
29,319.7,27.9,8.6,0,0
28.8,370,27.8,8.6,0,0
28.5,475.8,27.8,8.6,0,0
28.8,390.7,27.8,8.5,0,0
28.6,442.6,27.8,8.6,0,0
28.9,443.3,27.7,8.5,0,0
28.5,353.1,27.8,8.2,0,0
28.5,363.3,27.6,8.1,0,0
28.9,347.7,27.7,8.2,0,0
28.9,345.8,27.7,8.2,0,0
29,323.5,27.7,8.3,0,0
28.7,313.3,27.7,8.2,0,0
29,346.1,27.7,8.1,0,0
28.7,311.1,27.6,8,0,0
28.1,388.5,27.7,8.1,0,0
29.1,423.5,27.5,8,0,0
28.4,423.8,27.6,8,0,0
29.4,354.1,27.7,8,0,0
29.5,376.4,27.6,7.8,0,0
28.4,313.7,27.6,7.6,0,0
29,269.4,27.7,7.4,0,0
29,289.4,27.6,7,0,0
29,285.6,27.4,6.6,0,0
28.7,298.4,27.5,6.5,0,0
28.7,306.6,27.5,6.9,0,0
28.6,432.1,27.5,6.9,0,0
28.4,357.9,27.5,6.7,0,0
28.7,321.9,27.4,6.8,0,0
28.7,345.5,27.5,6.6,0,0
29,299,27.6,6.4,0,0
28.3,271.9,27.5,6.5,0,0
28.4,264.6,27.4,6.4,0,0
28.6,283.1,27.4,5.9,0,0
29,266.5,27.5,6,0,0
28.5,242.3,27.5,6.2,0,0
28.3,326.4,27.5,0,0,0
28.4,296.8,27.6,6,0,0
28.6,362.1,27.6,6.3,0,0
28.9,342.3,27.6,6,0,0
29,358.2,27.5,5.8,0,0
28.7,265.9,27.5,6.1,0,0
28,241.7,27.6,6.2,0,0
29.5,284.7,27.5,6.1,0,0
28.6,237.5,27.4,6.4,0,0
28.3,267.2,27.5,6.6,0,0
28.4,333.4,27.5,6.4,0,0
28.6,429.3,27.4,7,0,0
29.3,342.6,27.4,7.3,0,0
28.7,417.8,27.5,7.2,0,0
28.8,390.1,27.4,7.5,0,0
28.9,323.5,27.5,7.9,0,0
28.4,317.5,27.4,7.8,0,0
28.4,410.5,27.5,7.8,0,0
28.6,315.2,27.3,8,0,0
29,290.1,27.3,8,0,0
28.8,319.1,27.3,7.3,0,0
29.2,343.9,27.2,0,0,0
28.8,274.5,27.3,6.6,0,0
28.5,372.6,27.3,7,0,0
28.8,386.3,27.3,7.6,0,0
28.1,395.8,27.3,7.8,0,0
28.6,346.8,27.3,7.8,0,0
28.6,417.5,27.2,8.1,0,0
28.4,338.2,27.3,8.3,0,0
29,288.8,27.3,8.2,0,0
28.9,313.7,27.2,8.3,0,0
28.8,298.7,27.2,8.5,0,0
28.7,334,27.3,8.5,0,0
28.9,347.4,27.3,8.4,0,0
28.7,488.2,27.3,8.5,0,0
28.3,411.7,27.2,8.6,0,0
29,370.7,27.2,8.5,0,0
29,425.1,27.2,8.5,0,0
28.5,374.2,27.1,8.5,0,0
29.2,332.8,27.2,8.7,0,0
28.4,317.8,27.1,8.6,0,0
28.6,339.8,27.2,8.5,0,0
28.9,307.9,27.1,8.6,0,0
28.9,315.9,27.1,8.9,0,0
28.5,404.1,27.1,8.8,0,0
28.9,373.5,27.3,8.5,0,0
28.5,424.8,27.3,8.6,0,0
28.9,442,27.3,8.6,0,0
29,450.9,27.2,8.6,0,0
29.1,356,27.2,8.6,0,0
29.1,391.4,27.1,8.5,0,0
29,371.6,27.1,8.5,0,0
28.6,294.5,27,8.5,0,0
28.9,331.8,27.1,8.3,0,0
29,364.3,27.2,8.1,0,0
28.8,449.3,27,7.8,0,0
29.2,361.7,27.1,7.6,0,0
28.9,398,27.1,7.7,0,0
29,405.1,27.1,7.8,0,0
28.6,337.2,27,7.2,0,0
28.8,331.8,27.1,7.3,0,0
29.2,312.7,27,7.5,0,0
28.9,312.1,26.9,7,0,0
29.2,301.2,27,7.1,0,0
28.9,286.9,27,7.2,0,0
28.7,326.7,27,6.8,0,0
28.5,274.5,27.1,6.4,0,0
28.7,352.8,27.1,6.4,0,0
28.9,366.2,27.1,6.3,0,0
29,353.8,27,5.6,0,0
28.8,282.4,26.9,5.3,0,0
28.3,325.4,26.9,5.4,0,0
28.7,256.3,26.8,0,0,0
28.9,179.9,26.9,0,0,0
28.6,220.7,26.8,4.9,0,0
29.9,219.7,26.9,0,0,0
28.4,251.2,27.1,4.7,0,0
28.6,255.1,27,4.7,0,0
28.7,354.4,27.1,0,0,0
29.1,300,26.9,4.4,0,0
28.7,255.1,26.8,4.6,0,0
28.2,261.4,27,4.7,0,0
28.4,243,27,4.8,0,0
28.8,208.2,26.9,0,0,0
28.7,168.7,26.8,5,0,0
28.6,199,26.9,4.8,0,0
28.2,196.8,26.8,5,0,0
28.2,206,26.8,5.1,0,0
28.2,307.9,26.9,4.8,0,0
28.7,258.9,26.8,4.8,0,0
28.4,315.9,26.9,5.2,0,0
28.6,314.3,27,0,0,0
28,356,26.8,0,0,0
28.7,246.8,26.8,5.1,0,0
28.5,236.9,26.8,5.3,0,0
29,236.9,26.8,5.3,0,0
28.6,193.9,26.8,5.9,0,0
28.3,235.6,26.8,6.3,0,0
28.9,270.3,26.9,6.2,0,0
28.3,355.1,26.8,7,0,0
28.6,306.3,26.9,7.3,0,0
28.9,350,26.9,6.5,0,0
29,364,26.8,5.8,0,0
28.7,264.9,26.8,5.2,0,0
28.7,251.6,26.9,5.2,0,0
28.8,241.4,26.9,6.5,0,0
28.5,239.8,26.8,7.1,0,0
28.3,186.3,26.9,7.4,0,0
27.6,258.6,26.8,7.8,0,0
28.1,362.7,26.7,8.1,0,0
29,307,26.8,8.1,0,0
28.3,416.5,26.8,7.8,0,0
28.6,420.7,26.8,8.1,0,0
29.2,421.6,26.7,8.3,0,0
28.5,364.6,26.8,8.4,0,0
28.9,413.3,26.8,8.4,0,0
29.1,339.1,26.7,8.4,0,0
28.7,279.6,26.9,8.4,0,0
28.8,321.6,26.8,8.4,0,0
28.8,303.5,26.6,8.5,0,0
29.1,358.6,26.8,8.5,0,0
28.7,355.7,26.9,8.6,0,0
28.7,480.9,27,8.6,0,0
28.6,428.6,26.8,8.5,0,0
28.4,383.4,26.8,8.4,0,0
29.1,421.3,26.8,8.5,0,0
29.3,347.7,26.7,8.4,0,0
28.9,351.9,26.8,8.4,0,0
28.2,306.6,26.7,8.5,0,0
29,329.9,26.7,8.5,0,0
28.5,306.3,26.5,8.5,0,0
28.9,331.5,26.6,8.6,0,0
29.4,414.9,26.6,8.7,0,0
28.2,380.9,26.5,8.7,0,0
29,427.7,26.6,8.5,0,0
28.8,446.5,26.5,8.6,0,0
28.9,450.9,26.5,8.4,0,0
28.6,347.7,26.6,8.2,0,0
29.1,374.5,26.6,8.2,0,0
29.2,341,26.6,8.1,0,0
29.2,246.5,26.5,7.8,0,0
29,307.6,26.6,7.6,0,0
28.7,323.5,26.6,7.7,0,0
28.8,413,26.5,7.5,0,0
29.3,339.1,26.5,7.3,0,0
29,393.3,26.6,7.6,0,0
28.7,414,26.6,7.4,0,0
28.7,329.6,26.6,7.4,0,0
29.1,323.8,26.6,7.4,0,0
28.8,280.2,26.7,6.8,0,0
28.3,272.6,26.6,5.9,0,0
28.8,208.9,26.7,5.9,0,0
29.3,254.1,26.5,6.5,0,0
28.8,325.4,26.5,6.6,0,0
28.4,249.6,26.7,6.7,0,0
28.2,338.5,26.6,6,0,0
28.3,346.5,26.7,5.4,0,0
29.2,362.1,26.6,5,1,1
28.8,264.6,26.7,0,1,1
28.3,285,26.7,5.2,1,1
28.9,240.7,26.6,5.3,1,1
28.5,169.1,26.7,5.8,1,1
28.8,223.5,26.5,5.6,1,1
28.5,219.4,26.5,5.1,1,1
28.9,252.8,26.7,5,1,1
28.6,238.2,26.6,5.2,1,1
28.4,348,26.7,5.3,1,1
28.7,305.4,26.5,5.6,1,1
28.3,263.7,26.4,6,1,1
28,311.1,26.5,0,1,1
28.3,285.6,26.5,6,1,1
27.6,285,26.6,6.2,1,1
29.3,269.4,26.5,5.8,1,1
28.8,302.2,26.5,5.5,1,1
29.3,281.8,26.4,5.5,1,1
28.5,251.2,26.4,5.9,1,1
28.6,382.1,26.5,5.8,1,1
28.6,323.8,26.3,6,1,1
28.8,373.2,26.3,6.3,1,1
28.4,350.9,26.4,6.2,1,1
28.6,422.3,26.4,7.1,1,1
28.6,291,26.4,7.5,1,1
29.3,304.4,26.3,0,1,1
28.9,283.7,26.4,6.2,1,1
28.6,203.1,26.3,5.6,1,1
29,263,26.4,5.9,1,1
28.5,286.9,26.4,6.9,1,1
28.7,380.5,26.4,7.4,1,1
28.6,316.2,26.4,7.7,1,1
28.4,362.1,26.4,7.8,1,1
28.3,406.6,26.5,8.3,0,0
28.2,309.8,26.3,8.4,0,0
28.2,323.5,26.4,8,1,1
28.5,326.7,26.4,8,1,1
28.6,314.6,26.4,8.5,0,0
28.8,254.4,26.5,8.6,0,0
28.6,321.3,26.4,8.5,0,0
28.7,387.5,26.4,8.5,0,0
29.1,314.6,26.5,8.7,0,0
29,432.1,26.3,8.7,0,0
29,447.1,26.5,8.7,0,0
28.8,439.8,26.4,8.7,0,0
28.8,343.3,26.4,8.7,0,0
28.6,400.3,26.4,8.6,0,0
28.9,334.7,26.3,8.5,0,0
29.1,297.7,26.4,8.5,0,0
26.8,361.1,26.3,8.6,0,0
29.1,287.2,26.2,8.6,0,0
29.4,361.4,26.2,8.5,0,0
28.5,354.7,26.2,8.6,0,0
29.2,479.6,26.3,8.5,0,0
28.3,413.7,26.2,8.6,0,0
28.6,400.6,26.2,8.5,0,0
29.2,457.3,26.2,8.6,0,0
28.8,378.6,26.2,8.6,0,0
29.1,363.7,26.3,8.4,0,0
28.7,323.5,26.3,8.4,0,0
28.9,351.6,26.3,8.3,0,0
28.7,327.7,26.3,8.3,0,0
29.2,313,26.3,8.3,0,0
29,424.2,26.3,8.1,1,1
29,388.5,26.2,7.6,1,1
28.9,399.6,26.3,7.4,1,1
28.9,373.2,26.4,7.4,1,1
28.6,397.4,26.4,6.8,1,1
28.7,286.6,26.3,6.7,1,1
28.4,293.9,26.2,6.8,1,1
28.8,293.3,26.3,6.7,1,1
28.8,211.1,26.2,6.8,1,1
28.6,288.2,26.2,6.5,1,1
28.8,277.3,26.2,0,1,1
28.5,353.1,26.2,5.7,1,1
28.2,300.6,26.3,5.7,1,1
29.2,331.8,26.3,5.8,1,1
28.5,354.4,26.4,5.7,1,1
28.4,260.5,26.3,6,1,1
28.1,264.3,26.4,5.8,1,1
28.9,230.2,26.4,5.4,1,1
29.2,238.8,26.3,5.5,1,1
28.6,181.2,26.3,0,1,1
28.9,218.1,26.3,5.4,1,1
28.8,347.1,26.1,0,1,1
28.6,222.9,26.2,5,1,1
28.4,309.2,26.3,0,1,1
28.9,317.5,26.3,0,1,1
28.5,344.2,26.2,4.1,1,1
28.9,219.4,26.2,0,1,1
29.1,264.3,26.2,0,1,1
28.6,173.2,26.1,0,1,1
29.1,102.8,26.2,4.2,1,1
28.8,146.1,26.1,4.9,1,1
27.9,154.4,26.1,5.6,1,1
28.4,220.3,26.1,6.2,1,1
28.1,243,26.1,6,1,1
27.6,369.7,26,5.9,1,1
28.9,342.6,26,6,1,1
28.3,306.6,26.1,5.4,1,1
28.6,348.7,26.1,5.6,1,1
29,261.7,26.1,5.9,1,1
28.7,278,26,6.1,1,1
28.8,222.6,26.3,6.6,1,1
28.9,277,26.1,7.1,1,1
28.5,266.5,26,7,1,1
28.8,237.5,26.1,0,1,1
29.6,342.3,26.1,5.6,1,1
28.9,307.3,26,0,1,1
28.8,317.5,26.1,4.9,1,1
28.3,287.2,26.1,6.4,1,1
28.9,350.6,26,6.9,1,1
28.4,236.6,26,6.9,1,1
28.7,235.3,26.1,7.3,1,1
28.3,255.1,26.2,7.7,1,1
28,193,26,7.9,1,1
28.1,316.8,26.1,8,1,1
28.9,322.9,26,8.1,0,0
28.7,417.5,26,8.3,0,0
28.7,371.6,26.1,8.6,0,0
29.2,435.6,26.1,8.6,0,0
28.9,445.5,26.1,8.5,0,0
28.9,338.2,26,8.6,0,0
28.6,367.8,26,8.6,0,0
28.7,327,26,8.8,0,0
28.9,347.4,26,8.9,0,0
28.5,287.2,26,8.9,0,0
28.9,344.2,26,9.1,0,0
29.1,410.8,26,8.9,0,0
28.9,330.2,26,8.8,0,0
29,442,26,9.2,0,0
28.8,449.6,26,9.4,1,1
29.3,449.3,26,9.4,1,1
28.5,356.6,26.1,8.8,0,0
28.4,414.9,26.1,8.5,0,0
29.2,339.4,26.1,8.5,0,0
28.5,295.8,26.1,8.4,0,0
29,343,26.1,8.3,0,0
28.8,299,26.1,8.3,0,0
28.6,390.1,26.1,8.5,0,0
29.2,357,26,8.4,0,0
28.7,478.3,26,8.4,0,0
28.8,412.7,25.9,8.3,0,0
28.7,396.8,26,8.3,0,0
28.8,447.1,26,8.3,0,0
28.5,354.7,26.1,8.2,0,0
29,365.2,26.1,8,1,1
29,296.8,26.1,8.1,0,0
28.8,332.4,26.1,8,1,1
29.1,307.3,26,7.9,1,1
28.9,289.4,26.1,8,1,1
28.9,428.3,26,7.9,1,1
28.8,384.4,25.9,7.8,1,1
28.9,400.6,25.9,7.5,1,1
28.9,348.4,26,7.3,1,1
28.6,407.3,26,7,1,1
28.6,274.2,26,6.9,1,1
28.4,284.7,25.9,6.8,1,1
29.1,279.6,25.9,6.5,1,1
28.7,202.8,25.8,6.3,1,1
28.7,292.3,25.8,6.3,1,1
28.6,256.6,25.9,0,1,1
28.8,341.7,25.9,5.5,1,1
28.6,308.2,25.8,6,1,1
28.5,363.3,25.9,6.2,1,1
29.2,355.4,25.8,6.4,1,1
28.7,270.3,25.8,6.6,1,1
28.8,304.4,25.9,6.6,1,1
28.5,227.3,25.8,6.3,1,1
28.8,254.1,25.8,6.2,1,1
28.9,191.7,25.8,0,1,1
28.8,234.7,25.8,5.7,1,1
28.6,357.6,25.8,5.9,1,1
29.4,255.1,25.9,6.3,1,1
28.6,361.7,25.9,6.1,1,1
28.8,368.7,25.8,0,1,1
28.5,401.9,25.9,6.4,1,1
28,299,25.9,6.7,1,1
28.8,365.9,25.9,6.7,1,1
28.9,293.9,25.9,6.9,1,1
28.2,243.9,25.9,6.9,1,1
28.3,298.4,25.9,7,1,1
28.6,250.9,25.9,7.3,1,1
28.9,348.4,26,7.5,1,1
28.7,319.7,26,7.4,1,1
28.7,434.7,25.9,7.7,1,1
29.1,391.7,25.9,7.8,1,1
29.3,354.1,25.9,7.3,1,1
28.9,385,25.8,6.3,1,1
29.1,263.7,25.9,5.9,1,1
28,294.2,25.9,6.4,1,1
28.9,243.6,26,7.3,1,1
28.9,304.4,25.9,7.7,1,1
28.7,282.1,25.8,7.8,1,1
28.6,275.8,25.8,8.2,0,0
28.5,423.8,25.9,8.4,0,0
28.8,381.5,25.9,8.5,0,0
29,423.8,25.8,8.6,0,0
28.7,361.1,25.8,8.6,0,0
28.7,496.5,25.8,8.7,0,0
28.8,326.7,25.8,8.8,0,0
29,319.7,25.8,8.8,0,0
28.6,323.5,25.8,8.8,0,0
29,256.3,25.9,8.8,0,0
29.2,358.2,25.9,9,0,0
28.8,274.8,25.8,9,0,0
28.6,404.1,25.8,9.1,0,0
28.5,365.6,25.9,9.1,0,0
28.6,454.1,25.9,8.9,0,0
28.6,435.6,25.8,8.9,0,0
28.6,356.3,25.7,8.6,0,0
29,410.5,25.7,8.6,0,0
28.9,328.9,25.7,8.6,0,0
29.3,344.9,25.7,8.6,0,0
28.5,279.9,25.7,8.4,0,0
29.1,336.6,25.7,8.4,0,0
28.9,415.6,25.8,8.5,0,0
29,348.4,25.7,8.5,0,0
28.5,451.9,25.8,8.5,0,0
28.6,445.8,25.9,8.6,0,0
29.2,459.2,25.7,8.6,0,0
28.5,347.1,25.7,8.7,0,0
28.8,405.4,25.8,9.1,0,0
29.3,347.1,25.7,9.7,1,1
28.2,305.4,25.8,9.7,1,1
